gtdb_species_clade_id,phylogenetic_tree_id,GTDB_species,no_genomes,no_core,no_aux_genome,no_singleton_gene_clusters,no_gene_clusters,mean_intra_species_ANI,min_intra_species_ANI,singleton_fraction,core_fraction,aux_fraction
s__Pseudomonas_E_syringae--RS_GCF_000507185.2,936b44f3-3ca9-5ee9-9e9e-bd1d6c5bdeba,s__Pseudomonas_E_syringae,156,4204,31848,18906.0,36052,97.79,96.0,0.5244091867302785,0.11660934206146677,0.8833906579385332
s__Streptococcus_salivarius--RS_GCF_000785515.1,1fd78032-aae9-5e39-b5c1-7cd3736b39cc,s__Streptococcus_salivarius,153,1438,17321,11262.0,18759,96.11,95.19,0.6003518311210619,0.07665653819499973,0.9233434618050003
s__Xanthomonas_phaseoli--GB_GCA_022749655.1,cbda1e7b-ed9d-5d35-82c6-1ee98d45005b,s__Xanthomonas_phaseoli,158,3294,14452,6367.0,17746,98.13,96.34,0.35878507832751044,0.1856192944888989,0.8143807055111011
s__Leptospira_borgpetersenii--RS_GCF_003046425.1,f9932136-f354-5ab4-be67-7f71ac5062f9,s__Leptospira_borgpetersenii,152,2626,11354,7042.0,13980,99.07,97.76,0.5037195994277539,0.18783977110157368,0.8121602288984263
s__Serratia_ureilytica--RS_GCF_013375155.1,31feeb6b-1989-5a82-93c1-eb8dcbe0acba,s__Serratia_ureilytica,155,4130,19723,12900.0,23853,98.71,97.44,0.5408124764180606,0.1731438393493481,0.8268561606506519
s__Borreliella_burgdorferi--RS_GCF_000008685.2,89a69d02-4cad-5c25-b8b0-70c9a1a0f418,s__Borreliella_burgdorferi,140,909,5027,2230.0,5936,99.09,98.6,0.37567385444743934,0.153133423180593,0.846866576819407
s__Streptococcus_suis_W--RS_GCF_902702775.1,f6a49ef2-3443-5cda-9518-2e32fb2f55db,s__Streptococcus_suis_W,142,1453,15653,7870.0,17106,96.59,95.78,0.46007248918508126,0.08494095638957092,0.9150590436104291
s__Bacillus_altitudinis--RS_GCF_000691145.1,d40c3d50-81c2-5262-a4bc-b8db80193fff,s__Bacillus_altitudinis,148,3295,14316,9129.0,17611,98.18,97.34,0.5183692010675146,0.1870989722332633,0.8129010277667367
s__Ralstonia_solanacearum--RS_GCF_002251695.1,89b36e92-3ed9-5169-8860-d9a3d785e52f,s__Ralstonia_solanacearum,141,3853,19154,10324.0,23007,96.27,95.49,0.44873299430608077,0.16747076976572348,0.8325292302342765
s__Phocaeicola_dorei--RS_GCF_013009555.1,012e17e8-9b6a-51c2-badd-401a0fb330e4,s__Phocaeicola_dorei,135,3139,34897,19354.0,38036,99.05,97.1,0.5088337364601956,0.08252707960879167,0.9174729203912083
s__Enterococcus_B_durans--RS_GCF_001544215.1,8b9c84ea-0120-57f9-a66f-1a544a157508,s__Enterococcus_B_durans,143,2128,14745,8231.0,16873,98.76,96.42,0.487820778758964,0.12611865109938955,0.8738813489006104
s__Streptococcus_dysgalactiae--RS_GCF_900459225.1,5a630225-a25b-57ca-a944-6309d454d356,s__Streptococcus_dysgalactiae,136,1456,12587,6257.0,14043,96.36,95.49,0.445560065513067,0.10368154952645446,0.8963184504735455
s__Xylella_fastidiosa--RS_GCF_011801475.1,119ece46-23c9-50a8-9df2-100421444880,s__Xylella_fastidiosa,140,1625,15519,8988.0,17144,98.43,96.23,0.5242650489967335,0.09478534764349043,0.9052146523565096
s__Enterobacter_cloacae_M--RS_GCF_002208095.1,2811c809-a8b2-5fae-a04c-ae53e13a7505,s__Enterobacter_cloacae_M,136,3720,25109,13626.0,28829,98.23,96.89,0.4726490686461549,0.1290367338443928,0.8709632661556072
s__Streptococcus_uberis--RS_GCF_900475595.1,36289170-d46d-55b3-b9c9-6ec2024c3c5a,s__Streptococcus_uberis,134,1513,9903,5030.0,11416,98.92,98.11,0.44060967063770146,0.1325332866152768,0.8674667133847231
s__Acinetobacter_indicus--RS_GCF_000488255.1,4fe126a9-2be0-5771-9e3d-7ea19c069951,s__Acinetobacter_indicus,140,2179,16079,8097.0,18258,97.49,96.5,0.44347683207361155,0.11934494468178333,0.8806550553182166
s__Elizabethkingia_anophelis--RS_GCF_002023665.2,1dd4eda5-afdf-56f4-a81f-481729a5675c,s__Elizabethkingia_anophelis,135,2836,13249,5007.0,16085,98.34,97.37,0.3112838047870687,0.17631333540565744,0.8236866645943426
s__Staphylococcus_chromogenes--RS_GCF_002901945.1,9bd5fd29-ee1a-5310-b0b3-7c7fe83b6a99,s__Staphylococcus_chromogenes,140,1915,6861,3320.0,8776,98.8,96.34,0.37830446672743845,0.21820875113947127,0.7817912488605288
s__Streptomyces_albidoflavus--RS_GCF_000719955.1,ba4e4120-9b87-558a-9953-cf64c0adae45,s__Streptomyces_albidoflavus,117,4436,37268,21663.0,41704,98.0,95.73,0.5194465758680222,0.10636869365048916,0.8936313063495108
s__Escherichia_fergusonii--RS_GCF_000026225.1,18b0f24c-fbe8-5f50-8619-33d39cba8fb1,s__Escherichia_fergusonii,136,3560,17557,8316.0,21117,98.8,98.19,0.3938059383435147,0.16858455273002795,0.8314154472699721
s__Parabacteroides_merdae--GB_GCA_025151215.1,a8719eec-e5b8-50d1-ae30-5d3921fe6dd7,s__Parabacteroides_merdae,129,2644,31205,19102.0,33849,99.0,97.34,0.5643298177198736,0.07811161334160537,0.9218883866583947
s__Pantoea_agglomerans--RS_GCF_001598475.1,c1f7f087-6471-501b-ae73-7a339a5a92aa,s__Pantoea_agglomerans,135,3722,24628,14549.0,28350,98.22,96.93,0.5131922398589065,0.1312874779541446,0.8687125220458554
s__Xanthomonas_campestris--RS_GCF_000007145.1,9f375eda-6b9f-59db-850f-d955d7378bf0,s__Xanthomonas_campestris,128,3436,14466,7259.0,17902,98.36,96.45,0.40548542062339404,0.19193386213830857,0.8080661378616915
s__Bacillus_A_mycoides--RS_GCF_000832605.1,d20b938f-7d01-5098-b9e0-1d51c6758770,s__Bacillus_A_mycoides,124,3929,39674,22023.0,43603,97.98,96.59,0.5050799256931863,0.09010847877439626,0.9098915212256038
s__Limosilactobacillus_fermentum--RS_GCF_013394085.1,92ff6e79-3b91-5be7-9d07-779d128e7034,s__Limosilactobacillus_fermentum,118,1399,12596,7043.0,13995,98.63,97.32,0.5032511611289746,0.09996427295462665,0.9000357270453734
s__Burkholderia_vietnamiensis--RS_GCF_000959445.1,24817438-e324-506a-8750-f7ad090213ca,s__Burkholderia_vietnamiensis,130,4969,32594,16995.0,37563,98.94,97.91,0.4524399009663765,0.1322844288262386,0.8677155711737614
s__Fusicatenibacter_saccharivorans--RS_GCF_015557635.1,5be51d9f-259a-5383-bcd2-c07976951f6c,s__Fusicatenibacter_saccharivorans,102,1967,27051,16382.0,29018,97.84,95.48,0.5645461437728306,0.06778551244055414,0.9322144875594459
s__Vibrio_diabolicus--GB_GCA_001048675.1,75e75f0d-ef07-51fe-aa59-3927d0b8e575,s__Vibrio_diabolicus,124,3902,26023,15934.0,29925,97.97,97.44,0.5324644945697578,0.13039264828738514,0.8696073517126148
s__Corynebacterium_pseudotuberculosis--RS_GCF_002155265.1,80aeb168-e6b2-54fc-b541-a177c68c9d4e,s__Corynebacterium_pseudotuberculosis,123,1880,2152,949.0,4032,99.57,98.61,0.2353670634920635,0.4662698412698413,0.5337301587301587
s__Pseudomonas_E_alloputida--RS_GCF_021282585.1,8c4b9c92-1ac0-5f43-92a9-acdc08741a17,s__Pseudomonas_E_alloputida,128,4147,38600,22481.0,42747,97.49,95.21,0.5259082508714061,0.09701265585889068,0.9029873441411094
s__Leuconostoc_mesenteroides--RS_GCF_000014445.1,02e39904-5271-55eb-8b23-3cf99b1c3e18,s__Leuconostoc_mesenteroides,125,1198,12921,7039.0,14119,98.86,97.34,0.49854805581131806,0.0848502018556555,0.9151497981443445
s__Klebsiella_ornithinolytica--RS_GCF_001598295.1,bb5f221d-553f-5aff-acda-55221375eeb1,s__Klebsiella_ornithinolytica,122,4533,26226,15582.0,30759,99.42,99.16,0.5065834389934654,0.14737150102409052,0.8526284989759095
s__Bifidobacterium_infantis--RS_GCF_000269965.1,a139e6eb-61e1-5267-ad44-957d24fe7a88,s__Bifidobacterium_infantis,118,1465,13491,5779.0,14956,98.3,96.08,0.38640010698047605,0.09795399839529285,0.9020460016047072
s__Achromobacter_xylosoxidans--RS_GCF_001457475.1,664534b4-3b38-56f1-a2bb-1696e88975a7,s__Achromobacter_xylosoxidans,126,4975,26023,12724.0,30998,98.64,95.75,0.41047809536099106,0.16049422543389896,0.8395057745661011
s__Ruminococcus_B_gnavus--RS_GCF_008121495.1,ca030d1e-701f-5116-8379-173fbfdc7754,s__Ruminococcus_B_gnavus,122,1999,28168,15515.0,30167,98.53,96.13,0.5143037093512779,0.06626446116617496,0.9337355388338251
s__Xanthomonas_arboricola--RS_GCF_001013475.1,9e758ec9-e6e0-5dcc-bf0b-d7132f5a6c84,s__Xanthomonas_arboricola,124,3248,17183,9580.0,20431,97.02,96.17,0.4688953061524154,0.158974107973178,0.841025892026822
s__Pseudomonas_E_syringae_M--RS_GCF_009176725.1,c71fab24-80ee-5039-a324-37f40bc1a80d,s__Pseudomonas_E_syringae_M,126,4412,25505,15642.0,29917,98.7,98.36,0.5228465420998095,0.14747467994785574,0.8525253200521443
s__Streptococcus_pseudopneumoniae--RS_GCF_002087075.1,538bf27e-e2b4-5a2f-91d2-550424e9583b,s__Streptococcus_pseudopneumoniae,127,1597,9853,5465.0,11450,97.77,96.15,0.47729257641921397,0.1394759825327511,0.8605240174672489
s__Staphylococcus_lugdunensis--RS_GCF_002901705.1,5dca8347-497a-503d-89de-bb27b8254417,s__Staphylococcus_lugdunensis,124,2184,4428,2461.0,6612,99.5,99.34,0.3722020568663037,0.33030852994555354,0.6696914700544465
s__Pediococcus_pentosaceus--RS_GCF_001437285.1,d5c1b1ac-bd88-5c61-9900-bb95c9688cc3,s__Pediococcus_pentosaceus,111,1410,9656,5058.0,11066,98.86,98.32,0.45707572745346103,0.12741731429604192,0.872582685703958
s__Bifidobacterium_animalis--RS_GCF_000260715.1,34496ead-abc1-5826-a44c-d853d1761f8d,s__Bifidobacterium_animalis,115,1543,5349,3937.0,6892,96.25,95.7,0.5712420197330238,0.2238827626233314,0.7761172373766686
s__Bacillus_safensis--RS_GCF_000691165.1,401432df-7663-5514-aecb-f1bbe3c1d79c,s__Bacillus_safensis,120,3201,15613,10552.0,18814,97.2,95.57,0.5608589348357607,0.17013925799936216,0.8298607420006379
s__Bacillus_paralicheniformis--RS_GCF_001042485.2,94a1a5cb-96da-536d-a155-b1e5f1f4454f,s__Bacillus_paralicheniformis,110,3801,12015,7338.0,15816,98.7,96.39,0.4639605462822458,0.24032625189681336,0.7596737481031867
s__Citrobacter_B_koseri--GB_GCA_900446925.1,447a182a-00c2-5fce-a825-782d9aca9097,s__Citrobacter_B_koseri,117,3840,15042,8284.0,18882,98.74,98.63,0.4387247113653215,0.20336828725770575,0.7966317127422943
s__Bacillus_A_tropicus--RS_GCF_001884035.1,2d335abd-9486-5480-8e70-2bea0bc500f2,s__Bacillus_A_tropicus,95,4110,28051,15782.0,32161,96.54,95.65,0.49071857218370074,0.12779453375205996,0.87220546624794
s__Bacteroides_fragilis_A--RS_GCF_002849695.1,8375d1b4-4157-5255-be0f-0338d6ee2673,s__Bacteroides_fragilis_A,117,2928,24991,12071.0,27919,98.24,97.9,0.43235789247465883,0.10487481643325335,0.8951251835667466
s__Levilactobacillus_brevis--RS_GCF_001433855.1,7077057a-622e-504b-9d4b-248be8e93e49,s__Levilactobacillus_brevis,114,1858,12255,6126.0,14113,97.8,96.57,0.43406788067738966,0.13165166867427194,0.8683483313257281
s__Enterobacter_asburiae_B--RS_GCF_007035645.1,d12f15d7-74f8-5d1c-8e7f-5eb88ff6adbc,s__Enterobacter_asburiae_B,116,3724,20182,10115.0,23906,98.33,97.34,0.4231155358487409,0.1557767924370451,0.8442232075629549
s__Ruminococcus_E_sp900317315--GB_GCA_900317315.1,dd32b65b-4018-5cd6-acb1-05375f74e878,s__Ruminococcus_E_sp900317315,103,1288,20609,12751.0,21897,98.84,97.27,0.5823172124035256,0.05882084303785907,0.9411791569621409
s__Anaerostipes_hadrus--RS_GCF_000332875.2,fb898b3c-d206-596b-b298-0c4fca875095,s__Anaerostipes_hadrus,102,1860,22844,13544.0,24704,98.33,95.67,0.5482512953367875,0.07529145077720208,0.9247085492227979
s__Bacillus_A_pseudomycoides--RS_GCF_000161455.1,efbb1a51-06dd-5b86-8382-3ce1c1784819,s__Bacillus_A_pseudomycoides,115,3806,23009,9730.0,26815,97.61,95.81,0.3628566101062838,0.14193548387096774,0.8580645161290322
s__Staphylococcus_warneri--RS_GCF_900636385.1,543589d6-9d94-559f-9faf-e437e6a83dcb,s__Staphylococcus_warneri,112,2076,9542,6163.0,11618,99.05,95.9,0.5304699604062661,0.1786882423825099,0.8213117576174901
s__Shewanella_algae--RS_GCF_009183365.2,4d3ba2fd-1028-5226-b2c9-f7138db25c13,s__Shewanella_algae,111,3767,14053,7524.0,17820,98.18,97.66,0.4222222222222222,0.21139169472502806,0.7886083052749719
s__Bacteroides_caccae--RS_GCF_002222615.2,8ecb25a0-a088-5c65-8253-ba071b858784,s__Bacteroides_caccae,99,2862,23563,13014.0,26425,99.28,98.91,0.49248817407757806,0.10830652790917691,0.8916934720908231
s__Listeria_innocua--RS_GCF_024721565.1,338cb4e8-81c8-5805-872e-b9fb1522ab68,s__Listeria_innocua,108,2474,7678,3877.0,10152,98.17,96.22,0.3818951930654058,0.24369582348305752,0.7563041765169425
s__Glaesserella_parasuis--RS_GCF_002015085.1,2b4fab8f-6cfa-532b-b880-7454e977b0fd,s__Glaesserella_parasuis,107,1459,9246,4330.0,10705,97.48,96.13,0.4044838860345633,0.13629145259224662,0.8637085474077534
s__Enterobacter_ludwigii--RS_GCF_001750725.1,9af90ff5-94da-5d2e-b80c-2c4c01df54fd,s__Enterobacter_ludwigii,109,3989,24226,15175.0,28215,98.78,98.47,0.5378344852029062,0.1413786992734361,0.8586213007265638
s__Prevotella_copri_B--RS_GCF_009494135.1,5619b48f-f8bf-549b-aaf5-8a086522a1ea,s__Prevotella_copri_B,112,1852,18312,10300.0,20164,98.08,96.1,0.5108113469549692,0.09184685578258282,0.9081531442174172
s__Burkholderia_contaminans--RS_GCF_000987075.1,6c451567-4e9c-5ecc-ae9a-0be5d8d20339,s__Burkholderia_contaminans,108,5502,31815,15686.0,37317,98.21,95.2,0.42034461505480075,0.14743950478334272,0.8525604952166573
s__Thomasclavelia_ramosa--RS_GCF_014131695.1,178d86d6-c54d-50e6-8280-1eda6bb408e2,s__Thomasclavelia_ramosa,111,2729,20105,13908.0,22834,99.66,99.35,0.6090917053516686,0.11951475869317685,0.8804852413068232
s__Staphylococcus_ureilyticus--RS_GCF_002902235.1,6efd19fe-525b-564b-9eb7-322d969bde77,s__Staphylococcus_ureilyticus,81,2224,7060,3810.0,9284,98.78,98.26,0.4103834554071521,0.23955191727703576,0.7604480827229643
s__Xanthomonas_vasicola--RS_GCF_000772705.2,880467e4-acfb-57a8-854d-b0e278432a4d,s__Xanthomonas_vasicola,101,3484,10827,6080.0,14311,98.74,98.2,0.42484801900635877,0.24344909510167004,0.75655090489833
s__Burkholderia_stagnalis--RS_GCF_902830275.1,897d24db-846c-50f9-9d06-79bbf50a337b,s__Burkholderia_stagnalis,112,5834,19195,7421.0,25029,98.76,95.48,0.29649606456510447,0.23308961604538736,0.7669103839546126
s__Borreliella_garinii--RS_GCF_001922545.1,708a772c-c6a4-5681-be35-048e3f4e2710,s__Borreliella_garinii,93,857,10253,6655.0,11110,97.97,96.83,0.599009900990099,0.07713771377137714,0.9228622862286229
s__Prevotella_copri_A--RS_GCF_002224675.1,df04b4b7-7876-5f64-8bbb-744a074b9df7,s__Prevotella_copri_A,110,1292,29995,14896.0,31287,95.95,95.02,0.4761082877872599,0.04129510659379295,0.958704893406207
s__Stenotrophomonas_sepilia--RS_GCF_003244875.1,ab2ec39f-ac27-5ebc-91cf-f41ce2882e51,s__Stenotrophomonas_sepilia,103,3194,16532,9516.0,19726,96.92,96.05,0.482409003345838,0.16191828044205617,0.8380817195579439
s__Pectobacterium_brasiliense--RS_GCF_000754695.1,943c587b-0db7-53ba-afff-59617d0d53d4,s__Pectobacterium_brasiliense,104,3324,17776,10852.0,21100,96.54,95.2,0.5143127962085308,0.15753554502369668,0.8424644549763033
s__Ruminococcus_D_bicirculans--RS_GCF_000723465.1,cf0e2427-bcdf-5422-a1ec-b8da7bcdfaef,s__Ruminococcus_D_bicirculans,85,1762,13342,7596.0,15104,97.48,96.68,0.5029131355932204,0.11665783898305085,0.8833421610169492
s__Salinibacter_ruber--RS_GCF_000013045.1,555c53ff-72ed-53dd-8771-6ea2e6debfd1,s__Salinibacter_ruber,110,2413,19263,10561.0,21676,98.37,97.74,0.4872208894630006,0.11132127698837424,0.8886787230116258
s__Bacteroides_stercoris--GB_GCA_025147325.1,76dd8ce4-07c4-57e6-9c54-485da31e2996,s__Bacteroides_stercoris,86,2058,21870,11389.0,23928,98.25,97.29,0.4759695753928452,0.08600802407221665,0.9139919759277834
s__Vibrio_splendidus--GB_GCA_024347615.1,45bdd4b3-c3a9-5354-8155-59551ef767f2,s__Vibrio_splendidus,107,3703,28604,16875.0,32307,96.83,95.05,0.522332621413316,0.11461912279072647,0.8853808772092735
s__Pseudomonas_E_paracarnis--RS_GCF_904063055.1,eae3cc36-ae9a-5fbd-bb8a-e35eb3c1c75b,s__Pseudomonas_E_paracarnis,88,4390,27364,16782.0,31754,97.58,95.22,0.5285003464130503,0.1382502991749071,0.861749700825093
s__Ruminococcus_E_bromii_B--RS_GCF_002834235.1,b8d1d794-9cd1-58a8-8fb5-dd650899fde6,s__Ruminococcus_E_bromii_B,101,1450,16870,11239.0,18320,97.67,96.93,0.6134825327510917,0.07914847161572053,0.9208515283842795
s__Riemerella_anatipestifer--RS_GCF_000252855.1,179ece48-e686-545f-a0f6-b316a950a730,s__Riemerella_anatipestifer,106,1520,5924,2211.0,7444,97.72,95.12,0.29701773240193446,0.20419129500268673,0.7958087049973133
s__Salmonella_diarizonae--RS_GCF_008692785.1,ff65186a-aebb-5e51-844e-b986bcb8a8a9,s__Salmonella_diarizonae,79,3832,16392,7474.0,20224,98.95,95.36,0.369560917721519,0.18947784810126583,0.8105221518987342
s__Mycobacterium_intracellulare--RS_GCF_000277125.1,d36663ba-4e14-5dcb-aeb7-c65c3a29c739,s__Mycobacterium_intracellulare,104,4216,21311,11599.0,25527,98.58,95.71,0.4543816351314295,0.16515845967015316,0.8348415403298468
s__Mediterraneibacter_faecis--GB_GCA_001312505.1,ef42f678-30d9-52f4-9c71-e5a4f21b8268,s__Mediterraneibacter_faecis,82,1714,21328,12698.0,23042,96.93,95.74,0.5510806353615137,0.07438590400138877,0.9256140959986112
s__Haemophilus_influenzae_E--RS_GCF_019703545.1,e9eaa55e-0b62-5b89-9758-339aa6135cd1,s__Haemophilus_influenzae_E,102,1373,5230,2253.0,6603,97.42,97.02,0.34120854157201275,0.2079357867635923,0.7920642132364077
s__Rhizobium_leguminosarum--RS_GCF_002008365.1,2c4b9262-0c14-5e9f-bc7c-464b1aec16de,s__Rhizobium_leguminosarum,97,5875,26691,15344.0,32566,99.02,97.38,0.47116624700607995,0.18040287416323772,0.8195971258367623
s__Escherichia_marmotae--RS_GCF_002900365.1,d79f8786-8e32-5cc9-a78d-1c376ae13fee,s__Escherichia_marmotae,100,3576,16935,8672.0,20511,99.01,98.76,0.4227975232801911,0.174345473160743,0.825654526839257
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,daf3348b-a3dc-5109-a307-49afd962770d,s__Enterococcus_D_gallinarum,95,2454,15990,9136.0,18444,97.58,97.19,0.49533723704185645,0.13305139882888745,0.8669486011711126
s__Vibrio_lentus--RS_GCF_014878155.1,b6692a08-7df8-5a16-8274-52dc789a7688,s__Vibrio_lentus,99,3992,19090,10393.0,23082,96.64,95.56,0.45026427519279094,0.17294861797071312,0.8270513820292869
s__Burkholderia_orbicola--RS_GCF_014211915.1,c947fea2-92fe-56eb-9c20-4e8ab3db40a4,s__Burkholderia_orbicola,97,5597,25844,15021.0,31441,97.86,96.64,0.4777519798988582,0.17801596641328202,0.821984033586718
s__Eggerthella_lenta--RS_GCF_000024265.1,df68a69e-12e3-524f-81bb-42882451a2b9,s__Eggerthella_lenta,98,2141,12489,7791.0,14630,98.42,97.51,0.5325358851674641,0.14634313055365686,0.8536568694463431
s__Mesomycoplasma_hyorhinis--RS_GCF_000383515.1,df3078e1-f3c4-51b7-9e2f-6a9ed52cc044,s__Mesomycoplasma_hyorhinis,93,593,2263,1075.0,2856,99.54,99.34,0.37640056022408963,0.20763305322128853,0.7923669467787114
s__Weissella_confusa--GB_GCA_001436895.1,4d2973fc-8e13-5fa0-a65a-9a1ffed3a563,s__Weissella_confusa,96,1653,9228,4810.0,10881,98.11,97.29,0.44205495818399043,0.15191618417424868,0.8480838158257513
s__Treponema_pallidum--RS_GCF_000410535.2,78b6cc03-d808-5dff-9999-cb2087a92ff9,s__Treponema_pallidum,95,954,1705,1327.0,2659,99.92,99.02,0.4990597969161339,0.3587814968033095,0.6412185031966905
s__Yersinia_ruckeri--RS_GCF_000754815.1,913e2ece-bc2f-5344-b306-c460fbde4531,s__Yersinia_ruckeri,97,2913,5149,2323.0,8062,99.7,97.63,0.28814190027288517,0.3613247333167948,0.6386752666832052
s__Citrobacter_werkmanii--GB_GCA_000759755.1,c974024a-d705-5ba6-9d77-5571f7de3ed9,s__Citrobacter_werkmanii,92,3950,20184,11612.0,24134,96.67,96.01,0.48114692964282757,0.16366951189193668,0.8363304881080633
s__Bifidobacterium_globosum--RS_GCF_000741295.1,7e59168d-96e3-5061-b477-4daf6533036a,s__Bifidobacterium_globosum,97,1233,11075,6582.0,12308,97.08,96.02,0.5347741306467338,0.10017874553136172,0.8998212544686383
s__Vibrio_fluvialis--RS_GCF_900460245.1,eb95a33e-8ba3-56bf-8270-81555b41e4f8,s__Vibrio_fluvialis,93,3767,18159,12061.0,21926,98.17,97.07,0.5500775335218462,0.17180516282039587,0.8281948371796041
s__Leclercia_adecarboxylata--GB_GCA_901472455.1,1c736b6d-866e-5f56-8af8-b314651a0db0,s__Leclercia_adecarboxylata,84,3835,22075,14867.0,25910,98.53,98.09,0.573793901968352,0.1480123504438441,0.8519876495561559
s__Streptococcus_iniae--RS_GCF_003674745.1,c6a2acc3-8a43-5786-b233-5052fe9e5f03,s__Streptococcus_iniae,94,1684,2951,1502.0,4635,99.92,98.8,0.32405609492988136,0.36332254584681767,0.6366774541531823
s__Odoribacter_splanchnicus--RS_GCF_000190535.1,14aa0126-0076-5445-891e-56f909d643d9,s__Odoribacter_splanchnicus,88,2329,18977,11424.0,21306,98.89,98.34,0.5361869895803999,0.10931193091148034,0.8906880690885197
s__Pseudomonas_E_fulva--RS_GCF_000730565.1,0a675dea-15cb-540c-b971-7abbeb6fa9a8,s__Pseudomonas_E_fulva,94,3865,15181,9323.0,19046,99.02,95.45,0.48949910742413105,0.20292974902866745,0.7970702509713326
s__Streptococcus_gordonii--RS_GCF_001553855.1,37d93d76-5abc-5316-80ac-22216355c0e7,s__Streptococcus_gordonii,89,1624,10772,6879.0,12396,96.1,95.47,0.5549370764762827,0.13101000322684736,0.8689899967731526
s__Coxiella_burnetii--RS_GCF_005280755.1,31aa3a2a-843a-59bb-b7e1-4b1c42e7e7ec,s__Coxiella_burnetii,89,1675,3538,1252.0,5213,99.73,99.31,0.24016880874736235,0.32131210435449836,0.6786878956455016
s__Lactobacillus_johnsonii--RS_GCF_000159355.1,4bcd5424-c9f6-5f02-b374-b3978be763ea,s__Lactobacillus_johnsonii,87,1220,16616,11470.0,17836,97.01,95.28,0.6430814083875308,0.06840098676833371,0.9315990132316663
s__Vibrio_cyclitrophicus--GB_GCA_024347435.1,69dbc8f0-030a-5143-922c-1e84e801317c,s__Vibrio_cyclitrophicus,90,3895,15050,8948.0,18945,99.01,98.78,0.47231459487991556,0.2055951438374241,0.7944048561625758
s__Bordetella_holmesii--GB_GCA_000612485.1,2c7f44ce-8836-51c4-b5fd-79e044bbd02e,s__Bordetella_holmesii,81,3366,1137,859.0,4503,99.96,99.94,0.1907617144126138,0.7475016655562958,0.2524983344437042
s__Listeria_A_booriae--RS_GCF_000766865.1,55feefeb-4efa-546c-b443-d6b10ea35951,s__Listeria_A_booriae,92,2459,12957,6461.0,15416,97.1,95.37,0.4191100155682408,0.15950960041515308,0.840490399584847
s__Serratia_nematodiphila--RS_GCF_000738675.1,9772657f-28ef-5a49-b632-6ab31a0226e3,s__Serratia_nematodiphila,92,4007,16127,10105.0,20134,98.36,97.66,0.5018873547233536,0.1990165888546737,0.8009834111453263
s__Faecalibacterium_prausnitzii--RS_GCF_003324185.1,06967dc6-99b8-530a-a840-e4eae1faba56,s__Faecalibacterium_prausnitzii,76,1779,20381,13069.0,22160,96.65,95.45,0.5897563176895307,0.08027978339350181,0.9197202166064982
s__Tenacibaculum_finnmarkense_A--RS_GCF_900239185.1,980e0204-4abf-58d0-a7fe-71fd5ed909e9,s__Tenacibaculum_finnmarkense_A,90,2138,4416,1585.0,6554,98.56,98.14,0.24183704607873055,0.32621299969484285,0.6737870003051571
s__Pectobacterium_versatile_A--RS_GCF_020166435.1,7407664d-0428-5c67-bc9b-195c3c5cd82c,s__Pectobacterium_versatile_A,89,3634,16158,8951.0,19792,95.89,95.62,0.45225343573160875,0.1836095392077607,0.8163904607922393
s__Clostridium_F_sporogenes--RS_GCF_001020205.1,f41821e6-3d93-5c0b-abcf-907f2287c01a,s__Clostridium_F_sporogenes,85,3187,8793,4628.0,11980,99.24,98.8,0.38631051752921536,0.26602671118530885,0.7339732888146911
s__Agathobacter_faecis--RS_GCF_001406815.1,55f91108-9f63-5e51-baab-15b8a087dae4,s__Agathobacter_faecis,63,1884,27307,19630.0,29191,98.2,97.07,0.6724675413654894,0.06454044054674386,0.9354595594532561
s__Rhizobium_rhizogenes--RS_GCF_000696095.1,27c20ba6-c5bf-53c2-a31a-b059a71dd31d,s__Rhizobium_rhizogenes,57,5424,13475,6176.0,18899,99.12,97.39,0.32678977723689084,0.2869993121329171,0.7130006878670829
s__Faecalibacterium_longum--RS_GCF_020687245.1,890d4d51-aefd-501f-a0d9-176621ee1a2b,s__Faecalibacterium_longum,72,1597,29674,19743.0,31271,96.81,95.7,0.6313517316363404,0.051069681174250904,0.9489303188257491
s__Vibrio_campbellii--RS_GCF_002163755.1,d5c067d2-5358-5c02-aecd-4152e8c684f9,s__Vibrio_campbellii,87,3762,21142,13168.0,24904,96.67,95.95,0.528750401541921,0.15106007067137808,0.848939929328622
s__Agrobacterium_pusense--RS_GCF_900102105.1,ed854cb4-cac4-5996-a397-14f028f93613,s__Agrobacterium_pusense,80,4093,27648,17303.0,31741,98.36,97.39,0.5451309032481648,0.1289499385652626,0.8710500614347374
s__Streptococcus_anginosus--RS_GCF_900636475.1,18c5b0c5-4106-56d9-ae6e-d32cd0193bdc,s__Streptococcus_anginosus,87,1257,9480,4175.0,10737,96.29,95.41,0.3888423209462606,0.11707180776753283,0.8829281922324672
s__Weissella_cibaria--RS_GCF_000193635.1,883b332e-edd9-5704-aa2f-fb3165e0b3f5,s__Weissella_cibaria,82,1838,10846,7241.0,12684,98.15,95.59,0.5708766950488805,0.14490696941028067,0.8550930305897193
s__Limosilactobacillus_reuteri_E--RS_GCF_013694365.1,d1794fd6-f5e0-5741-99f9-8a6aedef2bd6,s__Limosilactobacillus_reuteri_E,85,1386,11368,5396.0,12754,97.29,96.4,0.42308295436725735,0.10867178924259056,0.8913282107574094
