orgId	locusId	desc	annotation_class	max_abs_fit	top_condition_class	top_condition_fit	n_specific_phenotypes	n_condition_classes	gene_cluster_id	is_core	is_auxiliary	module	module_prediction	OG_id	og_n_organisms	essentiality_class	is_essential_dark	essential_prediction	n_domains	domain_names	top_cofit_partners	top_cofit_score	s_fitness	s_conservation	s_inference	s_pangenome	s_biogeographic	s_tractability	total_score	functional_hypothesis	hypothesis_confidence	suggested_experiment
acidovorax_3H11	Ac3H11_3276	hypothetical protein	hypothetical	4.55651	stress	4.55651	4	2.0	NZ_LUKZ01000037.1_9	True	False	M019	PF00903	OG04882	26.0	never_essential	False		1.0	BTP			0.7999999999999999	0.6	0.7	0.5	0.0	0.44999999999999996	0.58	Module prediction: PF00903 | Domain hits: BTP | Strong fitness under: stress	high	RB-TnSeq validation in acidovorax_3H11; targeted assay under stress conditions; test predicted function (PF00903)
MR1	202849	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.8927195	pH	2.8927195	7	3.0	NC_004347.2_3504	True	False	M003	PF00361	OG05875	10.0	never_essential	False		1.0	Sbt_1			0.7115899375	0.5083333333333333	0.7	0.5	0.0	0.85	0.5795641510416667	Module prediction: PF00361 | Domain hits: Sbt_1 | Strong fitness under: pH	high	RB-TnSeq validation in MR1; targeted assay under pH conditions; test predicted function (PF00361)
Marino	GFF338	conserved hypothetical protein	hypothetical	2.6803613	stress	2.6803613	4	4.0	NZ_JAHWRS010000006.1_22	True	False	M034	PF00072	OG06266	15.0	never_essential	False		4.0	AAA_33 | APH | KTI12			0.6350451625	0.6	0.7	0.5	0.0	0.85	0.578761290625	Module prediction: PF00072 | Domain hits: AAA_33 | APH | KTI12 | Strong fitness under: stress	high	RB-TnSeq validation in Marino; targeted assay under stress conditions; test predicted function (PF00072)
BFirm	BPHYT_RS19100	hypothetical protein	hypothetical	3.850569	motility	3.850569	6	1.0	NZ_SNVI01000001.1_2675	True	False	M007	PF00460	OG06296	12.0	never_essential	False		6.0	Glyco_transf_41 | TPR_19 | TPR_16			0.831321125	0.55	0.7	0.5	0.0	0.44999999999999996	0.57783028125	Module prediction: PF00460 | Domain hits: Glyco_transf_41 | TPR_19 | TPR_16 | Strong fitness under: motility	high	RB-TnSeq validation in BFirm; targeted assay under motility conditions; test predicted function (PF00460)
psRCH2	GFF1886	Uncharacterized anaerobic dehydrogenase	uncharacterized	4.1885376	nitrogen source	4.1885376	7	1.0	NC_019936.1_1878	False	True	M008	PF04324	OG00691	26.0	variably_essential	False		4.0	Molybdopterin | Molydop_binding | Molybdop_Fe4S4			0.85	0.6	0.7	0.4	0.0	0.44999999999999996	0.5775	Module prediction: PF04324 | Domain hits: Molybdopterin | Molydop_binding | Molybdop_Fe4S4 | Strong fitness under: nitrogen source	high	RB-TnSeq validation in psRCH2; targeted assay under nitrogen source conditions; test predicted function (PF04324)
Marino	GFF1368	uncharacterized conserved protein UCP037290	uncharacterized	6.6694455	stress	6.6694455	3	1.0	NZ_CP076686.1_2144	True	False	M013	PF00270	OG00333	25.0	variably_essential	False						0.75	0.6	0.55	0.5	0.0	0.85	0.5775	Module prediction: PF00270 | Strong fitness under: stress	medium	RB-TnSeq validation in Marino; targeted assay under stress conditions; test predicted function (PF00270)
Smeli	SMc01001	hypothetical protein	hypothetical	3.893789	stress	3.893789	2	2.0	NZ_JZXD01000039.1_28	True	False			OG08807	18.0	variably_essential	False		1.0	Rhomboid	hypothetical protein | cardiolipin synthetase transmembrane protein | preprotein translocase subunit SecG	0.730942604049798	0.686723625	0.6	0.55	0.5	0.0	1.0	0.57668090625	Domain hits: Rhomboid | Strong fitness under: stress | Co-fitness partners: hypothetical protein | cardiolipin synthetase transmembrane protein | preprotein translocase subunit SecG	medium	RB-TnSeq validation in Smeli; targeted assay under stress conditions
MR1	203092	hypothetical protein (NCBI ptt file)	hypothetical	5.0046964	motility	5.0046964	4	2.0	NC_004347.2_3735	True	False	M033	TIGR00254	OG05510	4.0	never_essential	False		1.0	DUF3584			0.7999999999999999	0.3833333333333333	0.7	0.5	0.0	0.85	0.5766666666666667	Module prediction: TIGR00254 | Domain hits: DUF3584 | Strong fitness under: motility	high	RB-TnSeq validation in MR1; targeted assay under motility conditions; test predicted function (TIGR00254)
Marino	GFF4032	conserved hypothetical protein	hypothetical	4.3782525	stress	4.3782525	2	1.0	NZ_RJUQ01000013.1_215	True	False	M023	Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB	OG06944	10.0	never_essential	False		1.0	T_hemolysin			0.7	0.5083333333333333	0.7	0.5	0.0	0.85	0.5766666666666667	Module prediction: Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB | Domain hits: T_hemolysin | Strong fitness under: stress	high	RB-TnSeq validation in Marino; targeted assay under stress conditions; test predicted function (Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB)
pseudo5_N2C3_1	AO356_23240	hypothetical protein	hypothetical	4.0732017	carbon source	4.0732017	6	4.0	NZ_JACVAH010000014.1_11	True	False	M003	PF01979	OG14586	8.0	variably_essential	False						0.85	0.4666666666666667	0.55	0.5	0.0	0.85	0.5758333333333334	Module prediction: PF01979 | Strong fitness under: carbon source	medium	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under carbon source conditions; test predicted function (PF01979)
psRCH2	GFF3859	hypothetical protein	hypothetical	5.9746532	stress	5.9746532	6	1.0	NZ_BDJA01000004.1_290	False	True	M038	TIGR01730	OG02495	14.0	never_essential	False		1.0	DUF4124			0.85	0.5916666666666667	0.7	0.4	0.0	0.44999999999999996	0.5758333333333333	Module prediction: TIGR01730 | Domain hits: DUF4124 | Strong fitness under: stress	high	RB-TnSeq validation in psRCH2; targeted assay under stress conditions; test predicted function (TIGR01730)
Putida	PP_0909	conserved exported protein of unknown function	uncharacterized	3.454774	stress	3.454774	6	4.0	NZ_AOUR02000011.1_128	True	False	M011	Nucleoside ABC transporter, periplasmic nucleoside-binding protein	OG06767	18.0	variably_essential	False		1.0	Peptidase_M75			0.78184675	0.6	0.7	0.5	0.0	0.44999999999999996	0.5754616875	Module prediction: Nucleoside ABC transporter, periplasmic nucleoside-binding protein | Domain hits: Peptidase_M75 | Strong fitness under: stress	high	RB-TnSeq validation in Putida; targeted assay under stress conditions; test predicted function (Nucleoside ABC transporter, periplasmic nucleoside-binding protein)
pseudo6_N2E2	Pf6N2E2_2710	FIG00953701: hypothetical protein	hypothetical	5.08892	motility	5.08892	4	1.0	NZ_FMYA01000022.1_45	True	False	M012	PF00460	OG05354	13.0	variably_essential	False		1.0	DUF2937			0.7999999999999999	0.5708333333333333	0.7	0.5	0.0	0.44999999999999996	0.5741666666666666	Module prediction: PF00460 | Domain hits: DUF2937 | Strong fitness under: motility	high	RB-TnSeq validation in pseudo6_N2E2; targeted assay under motility conditions; test predicted function (PF00460)
Putida	PP_0177	conserved protein of unknown function	uncharacterized	3.7698812	carbon source	3.7698812	5	1.0	NZ_CP011525.1_5324	True	False	M024	PF00440	OG11473	11.0	never_essential	False		1.0	DUF1656			0.82123515	0.5291666666666667	0.7	0.5	0.0	0.44999999999999996	0.5711421208333334	Module prediction: PF00440 | Domain hits: DUF1656 | Strong fitness under: carbon source	high	RB-TnSeq validation in Putida; targeted assay under carbon source conditions; test predicted function (PF00440)
Koxy	BWI76_RS11480	hypothetical protein	hypothetical	2.4174998	nitrogen source	2.4174998	4	1.0	NZ_CP026269.1_3452	True	False	M004	PF00005	OG02907	30.0	never_essential	False		1.0	DUF444			0.6021874749999999	0.6	0.7	0.5	0.0	0.85	0.57054686875	Module prediction: PF00005 | Domain hits: DUF444 | Strong fitness under: nitrogen source	high	RB-TnSeq validation in Koxy; targeted assay under nitrogen source conditions; test predicted function (PF00005)
Smeli	SMc04209	hypothetical protein	hypothetical	5.1395965	stress	5.1395965	5	2.0	AKZY01000048.1_4	True	False			OG10533	3.0	never_essential	False		1.0	Glyco_tranf_2_4	lipopolysaccharide core biosynthesis glycosyl transferase | NDP-hexose 3-C-methyltransferase | CDP-glucose 4,6-dehydratase	0.898384622272993	0.85	0.3625	0.55	0.5	0.0	1.0	0.5700000000000001	Domain hits: Glyco_tranf_2_4 | Strong fitness under: stress | Co-fitness partners: lipopolysaccharide core biosynthesis glycosyl transferase | NDP-hexose 3-C-methyltransferase | CDP-glucose 4,6-dehydratase	medium	RB-TnSeq validation in Smeli; targeted assay under stress conditions
Smeli	SMc02875	hypothetical protein	hypothetical	5.2234273	carbon source	5.2234273	2	2.0	NZ_RPKD01000015.1_50	True	False			OG01399	12.0	never_essential	False		1.0	BcrAD_BadFG	periplasmic binding (signal peptide) ABC transporter protein | ABC transporter permease | ABC transporter ATP-binding protein	0.906146611351742	0.7	0.55	0.55	0.5	0.0	1.0	0.5700000000000001	Domain hits: BcrAD_BadFG | Strong fitness under: carbon source | Co-fitness partners: periplasmic binding (signal peptide) ABC transporter protein | ABC transporter permease | ABC transporter ATP-binding protein	medium	RB-TnSeq validation in Smeli; targeted assay under carbon source conditions
pseudo5_N2C3_1	AO356_13585	hypothetical protein	hypothetical	3.1589017	stress	3.1589017	2	2.0	NZ_PPRZ01000045.1_1	True	False	M007	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	OG01057	40.0	variably_essential	False		1.0	YceI			0.5948627125	0.6	0.7	0.5	0.0	0.85	0.568715678125	Module prediction: Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4) | Domain hits: YceI | Strong fitness under: stress	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under stress conditions; test predicted function (Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4))
Pedo557	CA265_RS23005	hypothetical protein	hypothetical	3.6313376	stress	3.6313376	4	1.0	NZ_JAGGPV010000016.1_149	True	False	M023	PF16576	OG00128	45.0	variably_essential	False		2.0	OEP | TIGR01845			0.7539172	0.6	0.7	0.5	0.0	0.44999999999999996	0.5684793	Module prediction: PF16576 | Domain hits: OEP | TIGR01845 | Strong fitness under: stress	high	RB-TnSeq validation in Pedo557; targeted assay under stress conditions; test predicted function (PF16576)
Koxy	BWI76_RS22685	hypothetical protein	hypothetical	4.303679	carbon source	4.303679	3	2.0	DLPG01000018.1_167	True	False	M029	PF01627	OG03768	5.0	never_essential	False		1.0	DUF3561			0.75	0.4041666666666667	0.7	0.5	0.0	0.85	0.5683333333333334	Module prediction: PF01627 | Domain hits: DUF3561 | Strong fitness under: carbon source	high	RB-TnSeq validation in Koxy; targeted assay under carbon source conditions; test predicted function (PF01627)
Dino	3607392	hypothetical protein (RefSeq)	hypothetical	7.0257235	stress	7.0257235	3	1.0	NZ_CP097547.1_818	True	False	M004	PF05175	OG02527	32.0	variably_essential	False		1.0	Cons_hypoth698			0.75	0.6	0.7	0.5	0.0	0.44999999999999996	0.5675	Module prediction: PF05175 | Domain hits: Cons_hypoth698 | Strong fitness under: stress	high	RB-TnSeq validation in Dino; targeted assay under stress conditions; test predicted function (PF05175)
MR1	201972	conserved hypothetical protein (NCBI ptt file)	hypothetical	5.0703683	nitrogen source	5.0703683	3	1.0	NC_004347.2_2648	True	False	M024		OG01080	35.0	variably_essential	False		1.0	TauE			0.75	0.6	0.5	0.5	0.0	0.85	0.5675	Domain hits: TauE | Strong fitness under: nitrogen source	medium	RB-TnSeq validation in MR1; targeted assay under nitrogen source conditions
Smeli	SMc03109	hypothetical protein	hypothetical	5.391876	carbon source	5.391876	1	1.0	NZ_KI421524.1_426	True	False			OG03127	20.0	variably_essential	False		1.0	ROK	mannose-6-phosphate isomerase | hypothetical protein | high-affinity zinc uptake system ABC transporter protein	0.670286826925347	0.65	0.6	0.55	0.5	0.0	1.0	0.5675	Domain hits: ROK | Strong fitness under: carbon source | Co-fitness partners: mannose-6-phosphate isomerase | hypothetical protein | high-affinity zinc uptake system ABC transporter protein	medium	RB-TnSeq validation in Smeli; targeted assay under carbon source conditions
acidovorax_3H11	Ac3H11_4707	FIG00537720: hypothetical protein	hypothetical	7.3033276	stress	7.3033276	3	1.0	NZ_LUKZ01000008.1_13	True	False	M003	transcriptional regulator, TetR family	OG05284	15.0	never_essential	False		1.0	DUF1415			0.75	0.6	0.7	0.5	0.0	0.44999999999999996	0.5675	Module prediction: transcriptional regulator, TetR family | Domain hits: DUF1415 | Strong fitness under: stress	high	RB-TnSeq validation in acidovorax_3H11; targeted assay under stress conditions; test predicted function (transcriptional regulator, TetR family)
pseudo5_N2C3_1	AO356_04525	hypothetical protein	hypothetical	3.0644302	pH	3.0644302	2	4.0	NZ_FNOA01000023.1_20	True	False	M019	Acriflavin resistance plasma membrane protein	OG02440	31.0	variably_essential	False		1.0	Lipoprotein_18			0.583053775	0.6	0.7	0.5	0.0	0.85	0.56576344375	Module prediction: Acriflavin resistance plasma membrane protein | Domain hits: Lipoprotein_18 | Strong fitness under: pH	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under pH conditions; test predicted function (Acriflavin resistance plasma membrane protein)
pseudo5_N2C3_1	AO356_03345	hypothetical protein	hypothetical	4.1255555	nitrogen source	4.1255555	0	8.0	NZ_CP012831.1_674	False	True	M033	PF00391	OG04425	36.0	variably_essential	False		6.0	Polysacc_synt_2 | Epimerase | GDP_Man_Dehyd			0.6	0.6	0.7	0.4	0.25	0.7	0.5650000000000001	Module prediction: PF00391 | Domain hits: Polysacc_synt_2 | Epimerase | GDP_Man_Dehyd | Strong fitness under: nitrogen source	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under nitrogen source conditions; test predicted function (PF00391)
pseudo5_N2C3_1	AO356_03360	hypothetical protein	hypothetical	5.3740406	nitrogen source	5.3740406	0	6.0	NZ_PPRZ01000043.1_23	False	True	M033	PF00391	OG00102	46.0	variably_essential	False		4.0	Glyco_trans_4_4 | Glyco_transf_4 | Glyco_trans_1_4			0.6	0.6	0.7	0.4	0.25	0.7	0.5650000000000001	Module prediction: PF00391 | Domain hits: Glyco_trans_4_4 | Glyco_transf_4 | Glyco_trans_1_4 | Strong fitness under: nitrogen source	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under nitrogen source conditions; test predicted function (PF00391)
pseudo5_N2C3_1	AO356_03355	hypothetical protein	hypothetical	5.2406926	carbon source	5.2406926	0	6.0	NZ_CP012831.1_676	False	True	M033	PF00391	OG00402	43.0	variably_essential	False		7.0	Epimerase | 3Beta_HSD | GDP_Man_Dehyd			0.6	0.6	0.7	0.4	0.25	0.7	0.5650000000000001	Module prediction: PF00391 | Domain hits: Epimerase | 3Beta_HSD | GDP_Man_Dehyd | Strong fitness under: carbon source	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under carbon source conditions; test predicted function (PF00391)
pseudo5_N2C3_1	AO356_27215	hypothetical protein	hypothetical	6.317903	pH	6.317903	0	4.0	NZ_CP012831.1_5414	False	True	M029	PF00977	OG00151	48.0	variably_essential	False		1.0	ABC_tran			0.6	0.6	0.7	0.4	0.25	0.7	0.5650000000000001	Module prediction: PF00977 | Domain hits: ABC_tran | Strong fitness under: pH	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under pH conditions; test predicted function (PF00977)
pseudo5_N2C3_1	AO356_16890	hypothetical protein	hypothetical	3.0472033	nitrogen source	3.0472033	4	1.0	NZ_FOVS01000041.1_32	True	False	M010	PF02653	OG15981	8.0	variably_essential	False		1.0	DUF3509			0.6809004125	0.4666666666666667	0.7	0.5	0.0	0.85	0.5635584364583334	Module prediction: PF02653 | Domain hits: DUF3509 | Strong fitness under: nitrogen source	high	RB-TnSeq validation in pseudo5_N2C3_1; targeted assay under nitrogen source conditions; test predicted function (PF02653)
Keio	15089	orf, hypothetical protein (VIMSS)	hypothetical	3.374781	motility	2.0811877	1	1.0	NZ_JALMSS010000001.1_29	True	False	M019	PF01464	OG00202	24.0	variably_essential	False		2.0	CoA_binding_2 | CoA_binding			0.571847625	0.6	0.7	0.5	0.0	0.85	0.56296190625	Module prediction: PF01464 | Domain hits: CoA_binding_2 | CoA_binding | Strong fitness under: motility	high	RB-TnSeq validation in Keio; targeted assay under motility conditions; test predicted function (PF01464)
Marino	GFF239	protein of unknown function, HemX	uncharacterized	2.1669073	stress	2.1669073	4	1.0	NZ_CP076686.1_1055	True	False	M000	Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB	OG02282	23.0	variably_essential	False		1.0	HemX			0.5708634125000001	0.6	0.7	0.5	0.0	0.85	0.562715853125	Module prediction: Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB | Domain hits: HemX | Strong fitness under: stress	high	RB-TnSeq validation in Marino; targeted assay under stress conditions; test predicted function (Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB)
psRCH2	GFF1494	hypothetical protein	hypothetical	3.4427981	carbon source	3.4427981	4	2.0	MCNJ01000097.1_14	True	False	M029	PF01144	OG04025	18.0	variably_essential	False		2.0	MFS_1 | MFS_3			0.7303497625	0.6	0.7	0.5	0.0	0.44999999999999996	0.562587440625	Module prediction: PF01144 | Domain hits: MFS_1 | MFS_3 | Strong fitness under: carbon source	high	RB-TnSeq validation in psRCH2; targeted assay under carbon source conditions; test predicted function (PF01144)
psRCH2	GFF207	Uncharacterized protein conserved in bacteria	uncharacterized	5.1782384	carbon source	5.1782384	7	4.0	NZ_BDJA01000001.1_275	False	True			OG04912	27.0	never_essential	False		1.0	TctA	Uncharacterized protein conserved in bacteria | Signal transduction histidine kinase | outer membrane porin, OprD family.	0.61081293748038	0.85	0.6	0.55	0.4	0.0	0.6	0.5625	Domain hits: TctA | Strong fitness under: carbon source | Co-fitness partners: Uncharacterized protein conserved in bacteria | Signal transduction histidine kinase | outer membrane porin, OprD family.	medium	RB-TnSeq validation in psRCH2; targeted assay under carbon source conditions
Koxy	BWI76_RS17885	hypothetical protein	hypothetical	2.158646	stress	2.158646	4	1.0	NZ_WMOW01000002.1_194	True	False	M023	PF03471	OG03331	15.0	variably_essential	False		2.0	TerC | CorC_HlyC			0.56983075	0.6	0.7	0.5	0.0	0.85	0.5624576875	Module prediction: PF03471 | Domain hits: TerC | CorC_HlyC | Strong fitness under: stress	high	RB-TnSeq validation in Koxy; targeted assay under stress conditions; test predicted function (PF03471)
Putida	PP_0903	conserved protein of unknown function	uncharacterized	5.064609	stress	5.064609	4	1.0	NZ_CP046872.1_4552	True	False	M009	PF13387	OG11540	10.0	variably_essential	False		5.0	Methyltransf_25 | Methyltransf_11 | Methyltransf_12			0.7999999999999999	0.5083333333333333	0.7	0.5	0.0	0.44999999999999996	0.5616666666666666	Module prediction: PF13387 | Domain hits: Methyltransf_25 | Methyltransf_11 | Methyltransf_12 | Strong fitness under: stress	high	RB-TnSeq validation in Putida; targeted assay under stress conditions; test predicted function (PF13387)
Koxy	BWI76_RS06505	hypothetical protein	hypothetical	4.0215964	stress	4.0215964	1	1.0	NZ_CP080008.1_4015	True	False	M036	PF01627	OG03917	9.0	never_essential	False		1.0	Lipoprotein_16			0.65	0.4875	0.7	0.5	0.0	0.85	0.56	Module prediction: PF01627 | Domain hits: Lipoprotein_16 | Strong fitness under: stress	high	RB-TnSeq validation in Koxy; targeted assay under stress conditions; test predicted function (PF01627)
pseudo13_GW456_L13	PfGW456L13_2307	FIG049111: Hypothetical protein in pyoverdin gene cluster	hypothetical	5.8456507	carbon source	5.8456507	1	1.0	NZ_JACNDX010000039.1_41	True	False	M023	Iron-regulated protein A precursor	OG14543	9.0	variably_essential	False		1.0	DUF6162			0.65	0.4875	0.7	0.5	0.0	0.85	0.56	Module prediction: Iron-regulated protein A precursor | Domain hits: DUF6162 | Strong fitness under: carbon source	high	RB-TnSeq validation in pseudo13_GW456_L13; targeted assay under carbon source conditions; test predicted function (Iron-regulated protein A precursor)
Phaeo	GFF96	Uncharacterized conserved protein	uncharacterized	2.9421003	vitamin	2.9421003	6	5.0	CP081216.1_3101	True	False	M028	Peptidase, M16 family	OG06098	20.0	never_essential	False		1.0	NYN			0.7177625375	0.6	0.7	0.5	0.0	0.44999999999999996	0.559440634375	Module prediction: Peptidase, M16 family | Domain hits: NYN | Strong fitness under: vitamin	high	RB-TnSeq validation in Phaeo; targeted assay under vitamin conditions; test predicted function (Peptidase, M16 family)
pseudo13_GW456_L13	PfGW456L13_803	FIG00953403: hypothetical protein	hypothetical	3.7290452	stress	3.7290452	1	1.0	NZ_CABVHL010000076.1_1	True	False			OG01160	24.0	variably_essential	False		1.0	Cupin_3	High-affinity choline uptake protein BetT | Aldehyde dehydrogenase (EC 1.2.1.3) | hypothetical protein	0.839139265287258	0.61613065	0.6	0.55	0.5	0.0	1.0	0.5590326625	Domain hits: Cupin_3 | Strong fitness under: stress | Co-fitness partners: High-affinity choline uptake protein BetT | Aldehyde dehydrogenase (EC 1.2.1.3) | hypothetical protein	medium	RB-TnSeq validation in pseudo13_GW456_L13; targeted assay under stress conditions
MR1	202561	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.6228013	motility	2.6228013	4	3.0	NC_004347.2_3238	True	False	M028	PF01380	OG03824	10.0	never_essential	False		1.0	DUF416			0.6278501625	0.5083333333333333	0.7	0.5	0.0	0.85	0.5586292072916667	Module prediction: PF01380 | Domain hits: DUF416 | Strong fitness under: motility	high	RB-TnSeq validation in MR1; targeted assay under motility conditions; test predicted function (PF01380)
Putida	PP_0908	conserved exported protein of unknown function	uncharacterized	2.9323542	stress	2.9323542	5	4.0	NZ_QHJD01000032.1_729	True	False	M004	PF00668	OG06920	14.0	never_essential	False		1.0	DUF1513			0.716544275	0.5916666666666667	0.7	0.5	0.0	0.44999999999999996	0.5574694020833333	Module prediction: PF00668 | Domain hits: DUF1513 | Strong fitness under: stress	high	RB-TnSeq validation in Putida; targeted assay under stress conditions; test predicted function (PF00668)
ANA3	7026494	hypothetical protein (RefSeq)	hypothetical	3.672979	anaerobic	3.672979	3	3.0	NZ_CP080411.1_3603	True	False	M017	PF01228	OG00519	35.0	never_essential	False		2.0	ABC2_membrane_3 | ABC2_membrane			0.709122375	0.6	0.7	0.5	0.0	0.44999999999999996	0.5572805937499999	Module prediction: PF01228 | Domain hits: ABC2_membrane_3 | ABC2_membrane | Strong fitness under: anaerobic	high	RB-TnSeq validation in ANA3; targeted assay under anaerobic conditions; test predicted function (PF01228)
MR1	201404	conserved hypothetical protein (NCBI ptt file)	hypothetical	2.967825	stress	2.967825	5	3.0	NC_004347.2_2090	True	False	M010	PF00550	OG06082	4.0	variably_essential	False		1.0	CsiV			0.7209781249999999	0.3833333333333333	0.7	0.5	0.0	0.85	0.5569111979166667	Module prediction: PF00550 | Domain hits: CsiV | Strong fitness under: stress	high	RB-TnSeq validation in MR1; targeted assay under stress conditions; test predicted function (PF00550)
DvH	206326	conserved hypothetical protein (TIGR)	hypothetical	2.8341773	stress	2.8341773	8	3.0	JAEWXM010000305.1_7	True	False	M035	FIG00603085: hypothetical protein	OG00881	44.0	variably_essential	False		3.0	YicC_N | DUF1732 | TIGR00255			0.7042721625	0.6	0.7	0.5	0.0	0.44999999999999996	0.556068040625	Module prediction: FIG00603085: hypothetical protein | Domain hits: YicC_N | DUF1732 | TIGR00255 | Strong fitness under: stress	high	RB-TnSeq validation in DvH; targeted assay under stress conditions; test predicted function (FIG00603085: hypothetical protein)
