gtdb_species_clade_id	n_genomes_with_emb	total_emb_variance	mean_emb_variance	phb_status	has_phaC	has_complete_pathway	gtdb_phylum	PHB status
s__Cryptobacteroides_sp004552115--GB_GCA_004552115.1	5	0.17535763179342786	0.0027399629967723104	precursors_only	0	0	Bacteroidota	phaC-
s__Cryptobacteroides_sp004552965--GB_GCA_004552965.1	6	0.4308576754573508	0.0067321511790211066	precursors_only	0	0	Bacteroidota	phaC-
s__Cryptobacteroides_sp004554455--GB_GCA_004554455.1	8	0.3632807024213638	0.005676260975333809	precursors_only	0	0	Bacteroidota	phaC-
s__Cryptobacteroides_sp900544195--GB_GCA_900544195.1	5	0.16051716452837447	0.002508080695755851	precursors_only	0	0	Bacteroidota	phaC-
s__Cryptobacteroides_sp900546925--GB_GCA_900546925.1	8	0.7215332820132843	0.011273957531457567	precursors_only	0	0	Bacteroidota	phaC-
s__Cuniculiplasma_divulgatum--RS_GCF_900083515.1	6	0.8354148513490947	0.013053357052329604	precursors_only	0	0	Thermoplasmatota	phaC-
s__Cupriavidus_sp018729255--RS_GCF_018729255.1	6	0.0	0.0	complete	1	1	Pseudomonadota	phaC+
s__Curtobacterium_flaccumfaciens--RS_GCF_013359815.1	56	0.6903654462675644	0.010786960097930693	precursors_only	0	0	Actinomycetota	phaC-
s__Curtobacterium_flaccumfaciens_A--RS_GCF_000349565.1	8	0.6726991641440966	0.010510924439751509	precursors_only	0	0	Actinomycetota	phaC-
s__Curtobacterium_sp003224335--RS_GCF_003224335.1	8	0.39336789529174576	0.0061463733639335275	precursors_only	0	0	Actinomycetota	phaC-
s__Curtobacterium_sp003234085--RS_GCF_003234085.1	6	0.11440845323780884	0.001787632081840763	precursors_only	0	0	Actinomycetota	phaC-
s__Curtobacterium_sp003234565--RS_GCF_003234565.1	8	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-
s__Cutibacterium_acnes--RS_GCF_003030305.1	133	0.36261661823657615	0.005665884659946502	absent	0	0	Actinomycetota	phaC-
s__Cutibacterium_avidum--RS_GCF_000227295.1	25	0.5522412466580905	0.008628769479032664	absent	0	0	Actinomycetota	phaC-
s__D2472_sp002358345--GB_GCA_002358345.1	11	0.0	0.0	precursors_only	0	0	Pseudomonadota	phaC-
s__DMER64_sp002070565--GB_GCA_002070565.1	9	0.6073865212642198	0.009490414394753434	precursors_only	0	0	Bacteroidota	phaC-
s__DMER64_sp002071385--GB_GCA_002071385.1	8	0.7312124160185477	0.011425194000289808	precursors_only	0	0	Bacteroidota	phaC-
s__DP-1_sp020027655--GB_GCA_020027655.1	6	0.0867869286257465	0.001356045759777289	precursors_only	0	0	Desulfobacterota_B	phaC-
s__DTU064_sp021202555--GB_GCA_021202555.1	9	0.4051939256599118	0.006331155088436122	absent	0	0	Bacillota_A	phaC-
s__DYMG01_sp020721655--GB_GCA_020721655.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-
s__DYMH01_sp020721645--GB_GCA_020721645.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-
s__Dehalococcoides_mccartyi--RS_GCF_000011905.1	8	0.6456682822161657	0.010088566909627589	absent	0	0	Chloroflexota	phaC-
s__Dehalococcoides_mccartyi_B--RS_GCF_000830885.1	10	0.2986867273756295	0.004666980115244211	absent	0	0	Chloroflexota	phaC-
s__Dermacoccus_nishinomiyaensis--RS_GCF_900447535.1	8	0.6273868114834793	0.009802918929429364	complete	1	1	Actinomycetota	phaC+
s__Dermatophilus_congolensis--RS_GCF_900187045.1	31	0.0	0.0	absent	0	0	Actinomycetota	phaC-
s__Dermatophilus_congolensis_A--RS_GCF_900447215.1	9	0.0	0.0	absent	0	0	Actinomycetota	phaC-
s__Desulfitobacterium_hafniense--RS_GCF_000021925.1	7	0.5598127859133049	0.008747074779895388	precursors_only	0	0	Bacillota_B	phaC-
s__Desulfobacillus_denitrificans--GB_GCA_017347485.1	7	0.49198422190753444	0.0076872534673052256	complete	1	1	Pseudomonadota	phaC+
s__Desulfobacillus_sp002840845--GB_GCA_002840845.1	5	0.24790111416037336	0.0038734549087558337	complete	1	1	Pseudomonadota	phaC+
s__Desulfobacula_sp018645325--GB_GCA_018645325.1	13	0.0002955988062293152	4.61873134733305e-06	precursors_only	0	0	Desulfobacterota	phaC-
s__Desulfolinea_sp018645405--GB_GCA_018645405.1	10	0.0003842784480981098	6.004350751532965e-06	precursors_only	0	0	Chloroflexota	phaC-
s__Desulfomicrobium_sp018902545--GB_GCA_018902545.1	6	0.39001171699273085	0.0060939330780114195	absent	0	0	Desulfobacterota	phaC-
s__Desulfovibrio_desulfuricans--RS_GCF_000420465.1	5	0.4031242223471708	0.006298815974174544	accessory_only	0	0	Desulfobacterota	phaC-
s__Desulfovibrio_fairfieldensis--RS_GCF_001553605.1	7	0.5918707375409386	0.009247980274077165	accessory_only	0	0	Desulfobacterota	phaC-
s__Desulfovibrio_legallii--RS_GCF_004309735.1	6	0.35402670170420714	0.0055316672141282365	accessory_only	0	0	Desulfobacterota	phaC-
s__Desulfovibrio_porci--RS_GCF_009696265.1	7	0.6034062338251678	0.009428222403518247	accessory_only	0	0	Desulfobacterota	phaC-
s__Desulfovibrio_sp900556755--RS_GCF_012843875.1	9	0.560358675561933	0.008755604305655203	precursors_only	0	0	Desulfobacterota	phaC-
s__Dialister_invisus--RS_GCF_000160055.1	14	0.557484507410433	0.008710695428288015	synthase_only	1	0	Bacillota_C	phaC+
s__Dialister_sp000434475--GB_GCA_000434475.1	25	0.5439606847599262	0.008499385699373847	precursors_only	0	0	Bacillota_C	phaC-
s__Dialister_sp022722495--GB_GCA_022722495.1	16	0.027807118961672917	0.00043448623377613933	precursors_only	0	0	Bacillota_C	phaC-
s__Diaphorobacter_nitroreducens--GB_GCA_003755025.1	11	0.27225391937864896	0.00425396749029139	complete	1	1	Pseudomonadota	phaC+
s__Dickeya_fangzhongdai--RS_GCF_002812485.1	5	0.8258229330684419	0.012903483329194405	absent	0	0	Pseudomonadota	phaC-
s__Dickeya_oryzae--RS_GCF_009372235.1	8	0.659438192867882	0.010303721763560656	precursors_only	0	0	Pseudomonadota	phaC-
s__Dickeya_zeae--RS_GCF_000406165.1	5	0.8436307821209609	0.013181730970640014	precursors_only	0	0	Pseudomonadota	phaC-
s__Dolichospermum_flosaquae--RS_GCF_014698755.1	5	0.5919456602420842	0.009249150941282565	synthase_only	1	0	Cyanobacteriota	phaC+
s__Dolichospermum_sp000312705--RS_GCF_012516395.1	11	0.35038014825420694	0.005474689816471983	accessory_only	0	0	Cyanobacteriota	phaC-
s__Dorea_A_longicatena--GB_GCA_025150085.1	13	0.39085387931638316	0.006107091864318487	precursors_only	0	0	Bacillota_A	phaC-
s__Dorea_A_longicatena_B--RS_GCF_024168045.1	6	0.5404798447222989	0.00844499757378592	precursors_only	0	0	Bacillota_A	phaC-
s__Duncaniella_muris--RS_GCF_003024805.1	6	0.680678800810982	0.010635606262671593	absent	0	0	Bacteroidota	phaC-
s__Duncaniella_sp014802325--GB_GCA_014802325.1	5	0.0	0.0	absent	0	0	Bacteroidota	phaC-
s__Duodenibacillus_massiliensis--RS_GCF_900128485.1	6	0.7455932118690991	0.011649893935454673	absent	0	0	Pseudomonadota	phaC-
s__Dysgonomonas_sp900079735--RS_GCF_004569505.1	6	0.6261090550220486	0.00978295398471951	precursors_only	0	0	Bacteroidota	phaC-
s__Dysosmobacter_sp001916835--RS_GCF_014297285.1	13	0.6059182539888115	0.00946747271857518	precursors_only	0	0	Bacillota_A	phaC-
s__Dysosmobacter_sp009774015--GB_GCA_910574635.1	8	0.4061758003500202	0.006346496880469066	precursors_only	0	0	Bacillota_A	phaC-
s__Dysosmobacter_welbionis--RS_GCF_005121165.3	5	0.6060649256293582	0.009469764462958722	precursors_only	0	0	Bacillota_A	phaC-
s__ECH-B-1_sp003019535--GB_GCA_003019535.1	6	0.06380523585075482	0.000996956810168044	precursors_only	0	0	Thermoproteota	phaC-
s__ELB16-189_sp020402945--GB_GCA_020402945.1	5	0.02006995581009876	0.0003135930595327931	precursors_only	0	0	Bacteroidota	phaC-
s__ELB16-189_sp020403045--GB_GCA_020403045.1	14	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-
s__ER4_sp000765235--RS_GCF_000765235.1	22	0.46955618937094845	0.0073368154589210696	precursors_only	0	0	Bacillota_A	phaC-
s__ER4_sp003522105--GB_GCA_003522105.1	5	0.4552626188692149	0.007113478419831482	precursors_only	0	0	Bacillota_A	phaC-
s__ER4_sp900317525--RS_GCF_018918025.1	22	0.6215547904942396	0.009711793601472493	precursors_only	0	0	Bacillota_A	phaC-
s__Egerieousia_sp004561775--GB_GCA_004561775.1	5	0.6978279600714054	0.010903561876115709	precursors_only	0	0	Bacteroidota	phaC-
s__Eggerthella_lenta--RS_GCF_000024265.1	16	0.23056425218513452	0.003602566440392727	accessory_only	0	0	Actinomycetota	phaC-
s__Eisenbergiella_porci--RS_GCF_009696275.1	5	0.5497272045496469	0.008589487571088232	precursors_only	0	0	Bacillota_A	phaC-
s__Eisenbergiella_sp900066775--GB_GCA_003481005.1	6	0.7222597439912213	0.011285308499862833	precursors_only	0	0	Bacillota_A	phaC-
s__Elarobacter_winogradskyi--GB_GCA_003168375.1	12	0.0014360518501870074	2.243831015917199e-05	complete	1	1	Eremiobacterota	phaC+
s__Electrothrix_sp022766165--GB_GCA_022766165.1	9	0.26894537662276174	0.004202271509730652	absent	0	0	Desulfobacterota	phaC-
s__Elizabethkingia_anophelis--RS_GCF_002023665.2	38	0.3350302684922826	0.005234847945191916	precursors_only	0	0	Bacteroidota	phaC-
s__Elizabethkingia_miricola--RS_GCF_001675285.1	7	0.7880058371625567	0.012312591205664948	precursors_only	0	0	Bacteroidota	phaC-
s__Ellagibacter_isourolithinifaciens--RS_GCF_008831035.1	9	0.5840351370037552	0.009125549015683675	absent	0	0	Actinomycetota	phaC-
s__Emergencia_sp009936045--RS_GCF_009936045.1	7	0.5045397233742877	0.007883433177723245	precursors_only	0	0	Bacillota_A	phaC-
s__Ensifer_adhaerens--RS_GCF_000697965.2	16	0.5290010717177134	0.008265641745589272	complete	1	1	Pseudomonadota	phaC+
s__Ensifer_adhaerens_A--RS_GCF_017488845.2	8	0.2816471164749663	0.004400736194921349	complete	1	1	Pseudomonadota	phaC+
s__Enterenecus_sp910588495--GB_GCA_910588495.1	5	0.0	0.0	precursors_only	0	0	Bacillota_A	phaC-
s__Enterobacter_asburiae--RS_GCF_001521715.1	5	0.7918167463785181	0.012372136662164345	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_asburiae_B--RS_GCF_007035645.1	27	0.568465614049978	0.008882275219530906	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_bugandensis--RS_GCF_900324475.1	77	0.449902104655876	0.007029720385248062	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_chengduensis--RS_GCF_001984825.2	13	0.4617866920619559	0.007215417063468061	complete	1	1	Pseudomonadota	phaC+
s__Enterobacter_cloacae--RS_GCF_000025565.1	104	0.6606236352045167	0.010322244300070574	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_cloacae_I--RS_GCF_023023105.1	10	0.46484418100078617	0.007263190328137284	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_cloacae_M--RS_GCF_002208095.1	55	0.5787984516907028	0.00904372580766723	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_hormaechei--RS_GCF_001875655.1	17	0.6190867875633538	0.009673231055677403	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_hormaechei_A--RS_GCF_001729745.1	812	0.6764782068945148	0.010569971982726793	complete	1	1	Pseudomonadota	phaC+
s__Enterobacter_kobei--RS_GCF_001729765.1	131	0.5821369674804926	0.009095890116882697	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_ludwigii--RS_GCF_001750725.1	21	0.643437300429892	0.010053707819217063	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_mori--RS_GCF_000211415.1	8	0.5965591149195826	0.009321236170618478	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterobacter_roggenkampii--RS_GCF_001729805.1	140	0.5140503705105148	0.008032037039226794	precursors_only	0	0	Pseudomonadota	phaC-
s__Enterocloster_aldenensis--RS_GCF_003434055.1	7	0.3811088344620947	0.00595482553847023	precursors_only	0	0	Bacillota_A	phaC-
s__Enterocloster_bolteae--RS_GCF_002234575.2	8	0.5739663323369272	0.008968223942764487	precursors_only	0	0	Bacillota_A	phaC-
s__Enterococcus_A_avium--RS_GCF_000406965.1	7	0.3427192968335745	0.0053549890130246015	complete	1	1	Bacillota	phaC+
s__Enterococcus_B_durans--RS_GCF_001544215.1	74	0.16507403289403577	0.002579281763969309	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_B_faecium--RS_GCF_001544255.1	803	0.6437303478643578	0.01005828668538059	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_B_hirae--RS_GCF_000271405.2	127	0.45900896929709467	0.007172015145267104	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_B_lactis--RS_GCF_015751045.1	50	0.6807322389023722	0.010636441232849566	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_B_mundtii--RS_GCF_002813755.1	14	0.1433814872113512	0.0022403357376773623	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_D_casseliflavus--RS_GCF_001544095.1	20	0.7041108006642649	0.011001731260379139	complete	1	1	Bacillota	phaC+
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1	29	0.7207837445700329	0.011262246008906764	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_D_innesii--GB_GCA_018982785.1	9	0.6834907471108962	0.010679542923607753	precursors_only	0	0	Bacillota	phaC-
s__Enterococcus_faecalis--RS_GCF_000392875.1	387	0.6656227203485616	0.010400355005446275	precursors_only	0	0	Bacillota	phaC-
s__Epibacterium_mobile--RS_GCF_001681715.1	6	0.45996763233328253	0.0071869942552075395	complete	1	1	Pseudomonadota	phaC+
s__Erwinia_amylovora--RS_GCF_017161565.1	11	0.6224733159249206	0.009726145561326885	precursors_only	0	0	Pseudomonadota	phaC-
s__Erysipelothrix_rhusiopathiae--RS_GCF_900637845.1	10	0.666238009511166	0.010409968898611968	precursors_only	0	0	Bacillota	phaC-
s__Erythrobacter_donghaensis_B--RS_GCF_001557325.1	7	0.0	0.0	complete	1	1	Pseudomonadota	phaC+
s__Escherichia_albertii--RS_GCF_000759775.1	8	0.652592847140663	0.01019676323657286	precursors_only	0	0	Pseudomonadota	phaC-
s__Escherichia_fergusonii--RS_GCF_000026225.1	10	0.4935826137248204	0.007712228339450318	precursors_only	0	0	Pseudomonadota	phaC-
s__Escherichia_marmotae--RS_GCF_002900365.1	29	0.7285160449315375	0.011383063202055274	precursors_only	0	0	Pseudomonadota	phaC-
s__Escherichia_ruysiae--GB_GCA_021307345.1	12	0.6343915075622408	0.009912367305660013	precursors_only	0	0	Pseudomonadota	phaC-
s__Escherichia_sp005843885--RS_GCF_005843885.1	34	0.06759846887593005	0.001056226076186407	precursors_only	0	0	Pseudomonadota	phaC-
s__Eubacterium_B_sulci--GB_GCA_001189495.1	30	0.0	0.0	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_F_sp003491505--RS_GCF_003477605.1	11	0.5152399266895509	0.008050623854524232	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_F_sp910574015--GB_GCA_910574015.1	5	0.19266247854630397	0.0030103512272859996	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_F_sp910575665--GB_GCA_910575665.1	9	0.24082809818287998	0.0037629390341074997	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_G_ventriosum--GB_GCA_025150745.1	5	0.5438399490912923	0.008497499204551442	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_I_ramulus--RS_GCF_000469345.1	5	0.2688735034808487	0.004201148491888261	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_R_coprostanoligenes--RS_GCF_900167205.1	5	0.11690508786228523	0.0018266419978482068	absent	0	0	Bacillota_A	phaC-
s__Eubacterium_R_sp000433975--GB_GCA_022009795.1	8	0.5450898408428763	0.008517028763169942	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_R_sp000434995--GB_GCA_000434995.1	7	0.3800954457359419	0.005938991339624092	absent	0	0	Bacillota_A	phaC-
s__Eubacterium_R_sp000436835--GB_GCA_000436835.1	11	0.46372278757454455	0.0072456685558522586	precursors_only	0	0	Bacillota_A	phaC-
s__Eubacterium_R_sp900542875--GB_GCA_900542875.1	5	0.7432581255262332	0.011613408211347393	absent	0	0	Bacillota_A	phaC-
s__Eubacterium_T_sp900766045--GB_GCA_900766045.1	11	0.01426245617928737	0.00022285087780136515	precursors_only	0	0	Bacillota_A	phaC-
s__Evtepia_sp004556345--GB_GCA_004556345.1	5	0.7821890800196363	0.012221704375306817	precursors_only	0	0	Bacillota_A	phaC-
s__Ewingella_americana--RS_GCF_000735345.1	8	0.3489562682870336	0.0054524416919849	precursors_only	0	0	Pseudomonadota	phaC-
s__Exiguobacterium_aurantiacum_A--RS_GCF_001766415.1	14	0.08793793379733394	0.0013740302155833429	accessory_only	0	0	Bacillota	phaC-
s__F1-20-MAGs160_sp009700115--GB_GCA_009700115.1	10	0.0	0.0	precursors_only	0	0	Actinomycetota	phaC-
s__F1-20-MAGs160_sp009703275--GB_GCA_009703275.1	5	0.18086134372390353	0.0028259584956859926	precursors_only	0	0	Actinomycetota	phaC-
s__F1-60-MAGs104_sp005792145--GB_GCA_005792145.1	5	0.0	0.0	precursors_only	0	0	Planctomycetota	phaC-
s__F23-B02_sp000431075--GB_GCA_000431075.1	5	0.44942513913647364	0.007022267799007401	absent	0	0	Bacillota_A	phaC-
s__F23-B02_sp004556755--GB_GCA_004556755.1	7	0.5679220886340395	0.008873782634906867	absent	0	0	Bacillota_A	phaC-
s__F23-B02_sp900545805--GB_GCA_900545805.1	5	0.0072311664403273464	0.00011298697563011479	precursors_only	0	0	Bacillota_A	phaC-
s__FEN-1191_sp020029535--GB_GCA_020029535.1	5	0.0	0.0	precursors_only	0	0	Pseudomonadota	phaC-
s__Fabibacter_pacificus--RS_GCF_900111145.1	5	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-
s__Faecalibacillus_intestinalis--RS_GCF_003024685.1	6	0.6526053821652584	0.010196959096332163	absent	0	0	Bacillota	phaC-
s__Faecalibacterium_duncaniae--RS_GCF_010509575.1	21	0.5947809515183573	0.009293452367474333	precursors_only	0	0	Bacillota_A	phaC-
s__Faecalibacterium_longum--RS_GCF_020687245.1	47	0.3958958673255649	0.006185872926961952	precursors_only	0	0	Bacillota_A	phaC-
s__Faecalibacterium_prausnitzii--RS_GCF_003324185.1	35	0.4326179865161112	0.006759656039314238	precursors_only	0	0	Bacillota_A	phaC-
s__Faecalibacterium_prausnitzii_D--RS_GCF_023347255.1	22	0.5059475622500433	0.007905430660156927	precursors_only	0	0	Bacillota_A	phaC-
s__Faecalibacterium_prausnitzii_E--RS_GCF_019967995.1	10	0.6550730038183037	0.010235515684660995	precursors_only	0	0	Bacillota_A	phaC-
s__Faecalimonas_phoceensis--RS_GCF_900104635.1	13	0.48616505192648296	0.007596328936351296	synthase_only	1	0	Bacillota_A	phaC+
s__Faecalimonas_umbilicata--RS_GCF_004346095.1	6	0.3420571791506708	0.005344643424229231	absent	0	0	Bacillota_A	phaC-
s__Faecousia_sp900540635--GB_GCA_900540635.1	5	0.5342525865985164	0.008347696665601818	absent	0	0	Bacillota_A	phaC-
s__Faecousia_sp900544945--GB_GCA_900544945.1	5	0.3585041570599056	0.005601627454061025	precursors_only	0	0	Bacillota_A	phaC-
s__Fannyhessea_vaginae--RS_GCF_000159235.2	7	0.0	0.0	absent	0	0	Actinomycetota	phaC-
s__FeB-14_sp016719395--GB_GCA_016719395.1	10	0.14699074334882417	0.0022967303648253777	complete	1	1	Chloroflexota	phaC+
s__Fen-1039_sp003158295--GB_GCA_003158295.1	5	0.0015037886308432895	2.34966973569264e-05	precursors_only	0	0	Chloroflexota	phaC-
s__Fen-1039_sp003165675--GB_GCA_003165675.1	12	0.001377520421586233	2.1523756587284892e-05	precursors_only	0	0	Chloroflexota	phaC-
s__Fen-1064_sp003162335--GB_GCA_003162335.1	6	0.0015130163467600233	2.3640880418125364e-05	precursors_only	0	0	Chloroflexota	phaC-
s__Fen-1087_sp003161855--GB_GCA_003161855.1	10	0.058976104389511376	0.0009215016310861152	complete	1	1	Desulfobacterota	phaC+
s__Fen-1137_sp003158395--GB_GCA_003158395.1	7	0.0016694381838181422	2.6084971622158472e-05	precursors_only	0	0	Myxococcota	phaC-
s__Fen-1254_sp003162695--GB_GCA_003162695.1	5	0.0017586234783563133	2.7478491849317395e-05	precursors_only	0	0	Bacteroidota	phaC-
s__Fen-1260_sp003162635--GB_GCA_003162635.1	9	0.0014646505967534232	2.2885165574272238e-05	precursors_only	0	0	Bacteroidota	phaC-
s__Fen-1273_sp003161955--GB_GCA_003161955.1	5	0.0006304719931487246	9.851124892948821e-06	precursors_only	0	0	Bacteroidota	phaC-
s__Fen-1308_sp003170655--GB_GCA_003170655.1	11	0.001403591692596407	2.1931120196818858e-05	absent	0	0	Nitrospirota	phaC-
s__Fen-455_sp003139355--GB_GCA_003139355.1	20	0.0126914337268606	0.00019830365198219687	precursors_only	0	0	Actinomycetota	phaC-
s__Fen-455_sp003140595--GB_GCA_003140595.1	27	0.0033226269276117166	5.191604574393307e-05	precursors_only	0	0	Actinomycetota	phaC-
s__Fen-455_sp003166375--GB_GCA_003166375.1	6	0.0009324745342999868	1.4569914598437294e-05	precursors_only	0	0	Actinomycetota	phaC-
s__Fen-455_sp003170375--GB_GCA_003170375.1	12	0.013203345728170824	0.00020630227700266912	accessory_only	0	0	Actinomycetota	phaC-
s__Fen-549_sp003162055--GB_GCA_003162055.1	6	0.0017010015405278852	2.6578149070748206e-05	accessory_only	0	0	Actinomycetota	phaC-
s__Fen-999_sp016704145--GB_GCA_016704145.1	6	0.13835599233825996	0.002161812380285312	complete	1	1	Pseudomonadota	phaC+
s__Ferrimonas_balearica--RS_GCF_000148645.1	7	0.27130898170480633	0.004239202839137599	complete	1	1	Pseudomonadota	phaC+
s__Ferrovum_myxofaciens--RS_GCF_000735045.1	7	0.5364740928110563	0.008382407700172755	absent	0	0	Pseudomonadota	phaC-
s__Ferruginibacter_sp002381005--GB_GCA_016699815.1	8	0.19843010574170206	0.0031004704022140946	precursors_only	0	0	Bacteroidota	phaC-
s__Ferruginibacter_sp016703625--GB_GCA_016703625.1	5	0.16892257837664967	0.002639415287135151	precursors_only	0	0	Bacteroidota	phaC-
s__Ferruginibacter_sp016715365--GB_GCA_016715365.1	5	0.1720732101551098	0.0026886439086735905	precursors_only	0	0	Bacteroidota	phaC-
s__Fimenecus_sp000432435--GB_GCA_000432435.1	53	0.35243412295838084	0.0055067831712247006	absent	0	0	Bacillota_A	phaC-
s__Fimenecus_sp004556705--GB_GCA_004556705.1	9	0.6556583382462583	0.010244661535097786	absent	0	0	Bacillota_A	phaC-
s__Finegoldia_magna--RS_GCF_003182075.1	9	0.22039534771997543	0.003443677308124616	accessory_only	0	0	Bacillota_A	phaC-
s__Fischerella_thermalis--RS_GCF_000317225.1	5	0.7071969968003062	0.011049953075004785	accessory_only	0	0	Cyanobacteriota	phaC-
s__Flavobacterium_lindanitolerans--RS_GCF_002846575.1	5	0.9184324345180674	0.014350506789344804	precursors_only	0	0	Bacteroidota	phaC-
s__Flavobacterium_psychrophilum--RS_GCF_002217405.1	71	0.41660136521391244	0.006509396331467382	precursors_only	0	0	Bacteroidota	phaC-
s__Flavobacterium_sp003968755--RS_GCF_003968755.1	9	0.16568457470121073	0.0025888214797064176	precursors_only	0	0	Bacteroidota	phaC-
s__Flavonifractor_plautii--RS_GCF_000239295.1	11	0.44854446388081015	0.007008507248137659	precursors_only	0	0	Bacillota_A	phaC-
s__Forterrea_multitransposorum--GB_GCA_009392915.1	5	0.08575056942922274	0.0013398526473316053	absent	0	0	Iainarchaeota	phaC-
s__Francisella_philomiragia--RS_GCF_000156715.1	31	0.06345413301272712	0.0009914708283238613	absent	0	0	Pseudomonadota	phaC-
s__Francisella_tularensis--RS_GCF_000008985.1	164	0.768290543809981	0.012004539747030953	accessory_only	0	0	Pseudomonadota	phaC-
s__Fusicatenibacter_saccharivorans--RS_GCF_015557635.1	19	0.47519809279796094	0.00742497019996814	synthase_only	1	0	Bacillota_A	phaC+
s__Fusobacterium_C_necrophorum--RS_GCF_004006635.1	22	0.21667505897088746	0.0033855477964201165	precursors_only	0	0	Fusobacteriota	phaC-
s__Fusobacterium_nucleatum--GB_GCA_000007325.1	5	0.32496855219882903	0.005077633628106704	precursors_only	0	0	Fusobacteriota	phaC-
s__Fusobacterium_polymorphum--RS_GCF_001457555.1	15	0.20950087239569398	0.0032734511311827185	precursors_only	0	0	Fusobacteriota	phaC-
s__Fusobacterium_pseudoperiodonticum--RS_GCF_002761955.1	9	0.08463366582114767	0.0013224010284554324	precursors_only	0	0	Fusobacteriota	phaC-
s__GAS188_sp019247605--GB_GCA_019247605.1	5	0.0	0.0	complete	1	1	Pseudomonadota	phaC+
s__GCA-000496135_sp000496135--GB_GCA_000496135.1	8	0.4412596432881129	0.006894681926376764	precursors_only	0	0	Thermoplasmatota	phaC-
s__GCA-002282575_sp002281095--GB_GCA_002281095.1	9	0.46010391875873236	0.007189123730605193	absent	0	0	Pseudomonadota	phaC-
s__GCA-002697625_sp018695965--GB_GCA_018695965.1	6	0.011983395626533493	0.00018724055666458582	precursors_only	0	0	Bacteroidota	phaC-
s__GCA-002708315_sp018661505--GB_GCA_018661505.1	16	0.004771784062873395	7.45591259823968e-05	precursors_only	0	0	Bacteroidota	phaC-
s__GCA-002780795_sp002780795--GB_GCA_002780795.1	6	0.0	0.0	absent	0	0	Patescibacteria	phaC-
s__GCA-002782285_sp002790655--GB_GCA_002790655.1	5	0.0	0.0	absent	0	0	Patescibacteria	phaC-
s__GCA-002790695_sp002780915--GB_GCA_002780915.1	5	0.0	0.0	precursors_only	0	0	Patescibacteria	phaC-
s__GCA-2687025_sp018644665--GB_GCA_018644665.1	5	0.0007685568961962195	1.200870150306593e-05	absent	0	0	Poribacteria	phaC-
s__GCA-2687515_sp018674495--GB_GCA_018674495.1	13	0.005884607053647874	9.194698521324804e-05	precursors_only	0	0	Pseudomonadota	phaC-
s__GCA-2698665_sp018667355--GB_GCA_018667355.1	8	0.0	0.0	absent	0	0	Pseudomonadota	phaC-
s__GCA-2698665_sp018670435--GB_GCA_018670435.1	5	0.0	0.0	absent	0	0	Pseudomonadota	phaC-
s__GCA-2700405_sp018657955--GB_GCA_018657955.1	9	0.0	0.0	precursors_only	0	0	Bacteroidota	phaC-
s__GCA-2722105_sp018649625--GB_GCA_018649625.1	14	0.00546012010224863	8.531437659763485e-05	precursors_only	0	0	Marinisomatota	phaC-
s__GCA-2722105_sp018674095--GB_GCA_018674095.1	13	0.005884607053647876	9.194698521324806e-05	precursors_only	0	0	Marinisomatota	phaC-
s__GCA-2722105_sp018692355--GB_GCA_018692355.1	13	0.005884607053647876	9.194698521324806e-05	precursors_only	0	0	Marinisomatota	phaC-
s__GCA-2724215_sp018672475--GB_GCA_018672475.1	9	0.007988930417688994	0.00012482703777639054	precursors_only	0	0	Latescibacterota	phaC-
s__GCA-2731375_sp018660265--GB_GCA_018660265.1	11	0.006968294398988222	0.00010887959998419096	complete	1	1	Pseudomonadota	phaC+
s__GCA-2731375_sp018701215--GB_GCA_018701215.1	15	0.0050927857945211085	7.957477803939232e-05	complete	1	1	Pseudomonadota	phaC+
